Nombre,Plataforma,Fecha_Salida,Score,Score_Jugadores,Desarrollador,Genero,Jugadores,Criticos,Usuarios,Anio,Mes,Numero_Dia,Nombre_Dia,Lista_Generos
Let It Die,PlayStation4,2016-12-03,72,71.0,GrasshopperManufacture,"action,role-playing,general,actionrpg",1,38,247,2016,12,3,Sab,"['action', 'actionrpg', 'role-playing', 'general']"
FlatOut,PC,2005-07-12,72,77.0,Bugbear,"driving,racing,demolitionderby,arcade,demolitionderby,automobile",>4,21,179,2005,7,12,Mar,"['arcade', 'automobile', 'racing', 'driving', 'demolitionderby']"
State of Decay: Year One Survival Edition,XboxOne,2015-04-28,72,68.0,UndeadLabs,"horror,actionadventure,survival",1,47,182,2015,4,28,Mar,"['horror', 'actionadventure', 'survival']"
Beyond Blue,PC,2020-06-11,72,63.0,E-LineMedia,"simulation,general",1,20,15,2020,6,11,Jue,"['simulation', 'general']"
WWE 2K16,XboxOne,2015-10-27,72,53.0,Yuke's,"action,sports,general,individual,combat,wrestling",>4,18,91,2015,10,27,Mar,"['wrestling', 'general', 'individual', 'action', 'sports', 'combat']"
NHL 07,PC,2006-09-12,72,42.0,EASports,"sports,traditional,team,icehockey,sim,sim",2,10,32,2006,9,12,Mar,"['team', 'icehockey', 'sim', 'traditional', 'sports']"
Puzzle Quest: Galactrix,PC,2009-02-24,72,67.0,InfiniteInteractive,"miscellaneous,puzzle,puzzle,puzzle,matching,matching",2,31,27,2009,2,24,Mar,"['miscellaneous', 'puzzle', 'matching']"
Total Overdose: A Gunslinger's Tale in Mexico,PC,2005-09-27,72,76.0,DeadlineGames,"action,shooter,shooter,third-person,modern,modern,arcade",1,17,98,2005,9,27,Mar,"['arcade', 'third-person', 'shooter', 'action', 'modern']"
Resonance of Fate,PlayStation3,2010-03-16,72,80.0,Tri-Ace,"role-playing,console-stylerpg,console-stylerpg,japanese-style",1,42,158,2010,3,16,Mar,"['role-playing', 'japanese-style', 'console-stylerpg']"
PixelJunk Monsters 2,PlayStation4,2018-05-18,72,68.0,"SpikeChunsoft,Q-Games","strategy,real-time,defense",4,10,25,2018,5,18,Vie,"['real-time', 'strategy', 'defense']"
Assassin's Creed: The Ezio Collection,PlayStation4,2016-11-15,72,80.0,UbisoftMontreal,"miscellaneous,compilation",No info,33,247,2016,11,15,Mar,"['miscellaneous', 'compilation']"
Wild Earth: Photo Safari,PC,2006-05-02,72,67.0,SuperXStudios,"miscellaneous,adventure,first-person,edutainment,modern",No info,10,6,2006,5,2,Mar,"['first-person', 'adventure', 'edutainment', 'miscellaneous', 'modern']"
rain,PlayStation3,2013-10-01,72,78.0,SCEJapanStudio,"miscellaneous,actionadventure,fantasy,general,general,fantasy,linear",1,77,178,2013,10,1,Mar,"['linear', 'actionadventure', 'fantasy', 'general', 'miscellaneous']"
Call of Juarez,PC,2007-06-12,72,77.0,Techland,"action,shooter,shooter,first-person,historic,historic,arcade",>4,25,290,2007,6,12,Mar,"['arcade', 'first-person', 'shooter', 'action', 'historic']"
Guild of Dungeoneering,PC,2015-07-14,72,50.0,Gambrinous,"role-playing,roguelike",1,32,54,2015,7,14,Mar,"['role-playing', 'roguelike']"
NiGHTS into Dreams...,Xbox360,2012-10-05,72,77.0,SonicTeam,"action,platformer,general,platformer,3d,3d",1,19,39,2012,10,5,Vie,"['action', 'platformer', '3d', 'general']"
Ray Gigant,PlayStationVita,2016-05-03,72,81.0,BandaiNamcoGames,"role-playing,general",No info,14,30,2016,5,3,Mar,"['role-playing', 'general']"
Max: The Curse of Brotherhood,XboxOne,2013-12-20,72,74.0,PressPlay,"fantasy,actionadventure,general,fantasy",No info,51,298,2013,12,20,Vie,"['actionadventure', 'fantasy', 'general']"
Rock of Ages 3: Make & Break,PC,2020-07-21,72,60.0,ACETeam,"action,general",>4,15,10,2020,7,21,Mar,"['action', 'general']"
Late Shift,XboxOne,2017-04-18,72,70.0,WalesInteractiveLtd.,"adventure,general",No info,16,36,2017,4,18,Mar,"['adventure', 'general']"
Tom Clancy's Rainbow Six: Lockdown,GameCube,2005-09-27,72,78.0,"RedStormEntertainment,UbisoftMontreal","action,shooter,first-person,tactical,modern",2,8,5,2005,9,27,Mar,"['first-person', 'shooter', 'tactical', 'action', 'modern']"
Shaman King: Master of Spirits 2,GameBoyAdvance,2005-08-02,72,85.0,KCEJ,"role-playing,actionrpg",1,9,17,2005,8,2,Mar,"['role-playing', 'actionrpg']"
Dragon Ball: Xenoverse 2,PlayStation4,2016-10-25,72,74.0,DimpsCorporation,"action,fighting,3d",>4,57,235,2016,10,25,Mar,"['action', 'fighting', '3d']"
Attack on Titan 2,Switch,2018-03-20,72,71.0,OmegaForce,"action,general",>4,14,46,2018,3,20,Mar,"['action', 'general']"
The Incredible Adventures of Van Helsing,PC,2013-05-22,72,81.0,NeocoreGames,"role-playing,actionrpg,actionrpg",No info,52,609,2013,5,22,Mie,"['role-playing', 'actionrpg']"
DiRT Showdown,PC,2012-05-23,72,57.0,Codemasters,"driving,racing,simulation,rally/offroad,rally/offroad,automobile",No info,11,198,2012,5,23,Mie,"['simulation', 'automobile', 'rally/offroad', 'racing', 'driving']"
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007-12-03,72,86.0,"Spike,NamcoBandaiGames","action,fighting,fighting,3d,3d",1,27,76,2007,12,3,Lun,"['action', 'fighting', '3d']"
Superdimension Neptune VS Sega Hard Girls,PlayStationVita,2016-10-18,72,81.0,CompileHeart,"action,general,role-playing,japanese-style",No info,17,22,2016,10,18,Mar,"['action', 'japanese-style', 'role-playing', 'general']"
Jotun: Valhalla Edition,PlayStation4,2016-09-09,72,68.0,ThunderLotusGames,"action,general",No info,19,14,2016,9,9,Vie,"['action', 'general']"
Gotham City Impostors,PlayStation3,2012-02-07,72,70.0,MonolithProductions,"action,adventure,shooter,shooter,first-person,fantasy,fantasy,fantasy,arcade",No info,25,45,2012,2,7,Mar,"['arcade', 'first-person', 'adventure', 'shooter', 'fantasy', 'action']"
Blazing Angels 2: Secret Missions of WWII,PC,2007-09-21,72,49.0,UbisoftRomania,"simulation,flight,wwii,wwii,combat",>4,9,9,2007,9,21,Vie,"['wwii', 'flight', 'combat', 'simulation']"
Planet Alpha,PC,2018-09-04,72,79.0,AdrianLazar,"action,platformer,2d",1,21,31,2018,9,4,Mar,"['2d', 'action', 'platformer']"
Dungeon Siege III,Xbox360,2011-06-21,72,59.0,ObsidianEntertainment,"role-playing,actionrpg,general,actionrpg",4,55,110,2011,6,21,Mar,"['role-playing', 'actionrpg', 'general']"
Alone With You,PlayStation4,2016-08-23,72,68.0,BenjaminRivers,"adventure,general",No info,18,13,2016,8,23,Mar,"['adventure', 'general']"
UEFA Champions League 2006-2007,PlayStation2,2007-03-20,72,74.0,EACanada,"sports,traditional,soccer,management",>4,13,8,2007,3,20,Mar,"['traditional', 'sports', 'management', 'soccer']"
SOCOM: U.S. Navy SEALs Tactical Strike,PSP,2007-11-06,72,81.0,SlantSix,"action,shooter,shooter,third-person,tactical,modern,modern",4,35,26,2007,11,6,Mar,"['third-person', 'shooter', 'tactical', 'action', 'modern']"
Syberia,Xbox,2003-07-23,72,70.0,Microids,"adventure,third-person,fantasy",1,17,5,2003,7,23,Mie,"['third-person', 'adventure', 'fantasy']"
Gato Roboto,Switch,2019-05-30,72,71.0,Doinksoft,"action,platformer,2d",1,25,43,2019,5,30,Jue,"['2d', 'action', 'platformer']"
LEGO The Hobbit,PlayStation4,2014-04-08,72,66.0,TTGames,"historic,actionadventure,general,fantasy",1,47,110,2014,4,8,Mar,"['actionadventure', 'historic', 'fantasy', 'general']"
Medal of Honor,PC,2010-10-12,72,64.0,"Dice,DangerClose","action,shooter,shooter,first-person,modern,modern,arcade",No info,26,591,2010,10,12,Mar,"['arcade', 'first-person', 'shooter', 'action', 'modern']"
NHL 21,PlayStation4,2020-10-13,72,27.0,ElectronicArts,"sports,team,icehockey,sim",>4,31,81,2020,10,13,Mar,"['team', 'sim', 'sports', 'icehockey']"
WWE '12,PlayStation3,2011-11-22,72,68.0,Yuke's,"action,sports,fighting,fighting,individual,wrestling,combat,wrestling",No info,28,90,2011,11,22,Mar,"['wrestling', 'sports', 'individual', 'action', 'fighting', 'combat']"
Primordia,PC,2012-12-05,72,87.0,WormwoodStudios,"general,adventure,general,point-and-click",No info,29,181,2012,12,5,Mie,"['adventure', 'general', 'point-and-click']"
Wolfenstein,Xbox360,2009-08-18,72,75.0,"idSoftware,RavenSoftware","action,shooter,shooter,first-person,historic,historic,arcade",>4,66,142,2009,8,18,Mar,"['arcade', 'first-person', 'shooter', 'action', 'historic']"
Styx: Shards of Darkness,PC,2017-03-14,72,77.0,Cyanide,"actionadventure,general",>4,38,105,2017,3,14,Mar,"['actionadventure', 'general']"
Section 8,PC,2009-08-25,72,69.0,TimeGateStudios,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",No info,31,82,2009,8,25,Mar,"['arcade', 'first-person', 'sci-fi', 'shooter', 'action']"
The Red Star,PlayStation2,2007-04-23,72,83.0,XSGames,"action,general",2,32,22,2007,4,23,Lun,"['action', 'general']"
Champions Online,PC,2009-09-01,72,61.0,CrypticStudios,"role-playing,massivelymultiplayeronline,massivelymultiplayer,sci-fi,sci-fi",No info,40,254,2009,9,1,Mar,"['role-playing', 'massivelymultiplayeronline', 'sci-fi', 'massivelymultiplayer']"
9 Monkeys of Shaolin,XboxOne,2020-10-16,72,0.0,Sobaka,"action,beat-'em-up,3d",2,8,0,2020,10,16,Vie,"['action', '3d', ""beat-'em-up""]"
Kingdoms of Amalur: Re-Reckoning,PlayStation4,2020-09-08,72,70.0,Kaiko,"role-playing,actionrpg",1,38,90,2020,9,8,Mar,"['role-playing', 'actionrpg']"
Disney Classic Games: Aladdin and the Lion King,XboxOne,2019-10-29,72,42.0,DigitalEclipse,"miscellaneous,compilation",1,8,6,2019,10,29,Mar,"['miscellaneous', 'compilation']"
When Ski Lifts Go Wrong,Switch,2019-01-23,72,0.0,HugeCalfStudios,"sports,individual,ski/snowboard",1,8,0,2019,1,23,Mie,"['ski/snowboard', 'sports', 'individual']"
Super Daryl Deluxe,Switch,2018-04-10,72,71.0,Dan&GaryGames,"role-playing,actionrpg",1,11,13,2018,4,10,Mar,"['role-playing', 'actionrpg']"
The Raven Remastered,PlayStation4,2018-03-13,72,54.0,THQNordic,"adventure,point-and-click",1,10,16,2018,3,13,Mar,"['adventure', 'point-and-click']"
Sword Art Online: Fatal Bullet,XboxOne,2018-02-23,72,74.0,DimpsCorporation,"action,shooter,third-person,arcade",>4,8,36,2018,2,23,Vie,"['arcade', 'action', 'third-person', 'shooter']"
Tiny Trax,PlayStation4,2017-07-25,72,56.0,FuturLab,"racing,arcade,futuristic",No info,13,7,2017,7,25,Mar,"['racing', 'arcade', 'futuristic']"
BUTCHER,XboxOne,2017-05-10,72,65.0,CrunchingKoalas,"action,platformer,2d",1,12,6,2017,5,10,Mie,"['2d', 'action', 'platformer']"
Narcosis,XboxOne,2017-05-10,72,0.0,"HonorCode,Inc.","actionadventure,survival",No info,12,0,2017,5,10,Mie,"['actionadventure', 'survival']"
Duke Nukem 3D: 20th Anniversary World Tour,PC,2016-10-11,72,68.0,GearboxSoftware,"action,shooter,first-person,arcade",>4,9,42,2016,10,11,Mar,"['arcade', 'action', 'shooter', 'first-person']"
Psycho-Pass: Mandatory Happiness,PlayStation4,2016-09-13,72,67.0,5pb,"adventure,visualnovel",1,26,32,2016,9,13,Mar,"['visualnovel', 'adventure']"
LEGO Star Wars: The Force Awakens,PC,2016-06-27,72,77.0,TTGames,"actionadventure,general",1,8,35,2016,6,27,Lun,"['actionadventure', 'general']"
UEFA EURO 2016,PlayStation4,2016-04-21,72,60.0,Konami,"sports,team,soccer,sim",No info,7,12,2016,4,21,Jue,"['team', 'sim', 'sports', 'soccer']"
Minecraft: Story Mode - Episode 5: Order Up!,PlayStation4,2016-03-29,72,71.0,TelltaleGames,"actionadventure,adventure,point-and-click,linear",No info,9,19,2016,3,29,Mar,"['actionadventure', 'adventure', 'linear', 'point-and-click']"
Just Cause 3: Sky Fortress,PlayStation4,2016-03-15,72,62.0,AvalancheStudios,"actionadventure,open-world",No info,7,18,2016,3,15,Mar,"['actionadventure', 'open-world']"
Way of the Samurai 4,PC,2015-07-23,72,73.0,Acquire,"actionadventure,historic,open-world",1,9,33,2015,7,23,Jue,"['actionadventure', 'historic', 'open-world']"
Devil May Cry 4: Special Edition,PC,2015-06-23,72,88.0,Capcom,"actionadventure,general,linear",1,11,231,2015,6,23,Mar,"['actionadventure', 'general', 'linear']"
The Inner World,PC,2013-09-27,72,77.0,HeadupGames,"adventure,general,general,point-and-click",1,18,63,2013,9,27,Vie,"['adventure', 'general', 'point-and-click']"
Phantom Breaker: Battle Grounds,Xbox360,2013-02-27,72,72.0,Division2,"action,beat-'em-up,beat-'em-up,2d",No info,14,17,2013,2,27,Mie,"['2d', 'action', ""beat-'em-up""]"
Papo & Yo,PlayStation3,2012-08-14,72,79.0,"Minority,MinorityMediaInc.","adventure,general,general",No info,54,92,2012,8,14,Mar,"['adventure', 'general']"
Brink,PlayStation3,2011-05-10,72,58.0,SplashDamage,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",>4,39,174,2011,5,10,Mar,"['arcade', 'first-person', 'sci-fi', 'shooter', 'action']"
LEGO Harry Potter: Years 1-4,DS,2010-06-29,72,76.0,TTFusion,"actionadventure,fantasy,general,fantasy,linear",1,7,7,2010,6,29,Mar,"['actionadventure', 'fantasy', 'general', 'linear']"
Stoked: Big Air Edition,Xbox360,2009-11-23,72,77.0,Bongfish,"sports,alternative,individual,snowboarding,snowboarding,ski/snowboard",>4,21,16,2009,11,23,Lun,"['alternative', 'individual', 'ski/snowboard', 'sports', 'snowboarding']"
World in Conflict: Soviet Assault,PC,2009-03-10,72,83.0,MassiveEntertainment,"strategy,real-time,military,general,military",No info,21,64,2009,3,10,Mar,"['military', 'real-time', 'strategy', 'general']"
Juiced 2: Hot Import Nights,DS,2007-09-17,72,0.0,JuiceGames,"driving,racing,simulation,gt/street,gt/street,automobile",4,7,0,2007,9,17,Lun,"['simulation', 'automobile', 'gt/street', 'racing', 'driving']"
Carol Vorderman's Sudoku,PSP,2007-03-06,72,0.0,EmpireInteractive,"miscellaneous,puzzle,puzzle,puzzle,logic,logic",2,18,0,2007,3,6,Mar,"['miscellaneous', 'puzzle', 'logic']"
Naruto: Clash of Ninja,GameCube,2006-03-07,72,79.0,TomyCorporation,"action,fighting,3d",>4,21,20,2006,3,7,Mar,"['action', 'fighting', '3d']"
Sega GT Online,Xbox,2004-01-27,72,74.0,WowEntertainment,"driving,racing,gt/street",4,32,9,2004,1,27,Mar,"['driving', 'racing', 'gt/street']"
Dynasty Warriors 4: Xtreme Legends,PlayStation2,2003-11-04,72,83.0,OmegaForce,"action,beat-'em-up",2,15,43,2003,11,4,Mar,"['action', ""beat-'em-up""]"
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GameBoyAdvance,2003-04-08,72,86.0,KCEJ,"miscellaneous,cardbattle",2,16,57,2003,4,8,Mar,"['miscellaneous', 'cardbattle']"
Riddle of the Sphinx 2: The Omega Stone,PC,2003-03-19,72,69.0,OmniCreativeGroup,"adventure,3d,first-person,fantasy",1,12,10,2003,3,19,Mie,"['first-person', 'adventure', '3d', 'fantasy']"
Summoner: A Goddess Reborn,GameCube,2003-01-31,72,82.0,CrankyPantsGames,"role-playing,actionrpg",1,19,6,2003,1,31,Vie,"['role-playing', 'actionrpg']"
Star Wars: The Clone Wars,PlayStation2,2002-12-10,72,79.0,PandemicStudios,"action,shooter,third-person,sci-fi",2,20,19,2002,12,10,Mar,"['action', 'third-person', 'shooter', 'sci-fi']"
Swingerz Golf,GameCube,2002-10-23,72,73.0,Telenet,"sports,traditional,golf,arcade",4,11,4,2002,10,23,Mie,"['traditional', 'arcade', 'sports', 'golf']"
NFL Fever 2003,Xbox,2002-08-05,72,85.0,MicrosoftGameStudios,"sports,traditional,football,sim",4,25,11,2002,8,5,Lun,"['traditional', 'sim', 'sports', 'football']"
Microsoft Golf 2001 Edition,PC,2000-08-24,72,70.0,MicrosoftGameStudios,"sports,traditional,individual,golf,sim,sim",4,10,4,2000,8,24,Jue,"['sim', 'golf', 'individual', 'traditional', 'sports']"
Septerra Core: Legacy of the Creator,PC,1999-10-31,72,77.0,ValkyrieStudios,"role-playing,general,general",1,19,73,1999,10,31,Dom,"['role-playing', 'general']"
Amnesia: A Machine for Pigs,PC,2013-09-10,72,59.0,FrictionalGames,"horror,horror,actionadventure,survival",1,59,904,2013,9,10,Mar,"['horror', 'actionadventure', 'survival']"
South Park Let's Go Tower Defense Play!,Xbox360,2009-10-07,72,72.0,"MicrosoftGameStudios,Doublesix","strategy,real-time,fantasy,fantasy,defense",4,27,25,2009,10,7,Mie,"['defense', 'real-time', 'strategy', 'fantasy']"
Black The Fall,PC,2014-07-04,72,66.0,SandSailorStudio,"action,general",1,23,36,2014,7,4,Vie,"['action', 'general']"
Apex Construct,PlayStation4,2018-02-20,72,65.0,FastTravelGames,"action,shooter,lightgun",1,21,26,2018,2,20,Mar,"['action', 'lightgun', 'shooter']"
Assassin's Creed Unity,XboxOne,2014-11-11,72,45.0,"Ubisoft,UbisoftMontreal","actionadventure,historic,open-world",4,59,1135,2014,11,11,Mar,"['actionadventure', 'historic', 'open-world']"
Mercenaries 2: World in Flames,PlayStation3,2008-08-31,72,71.0,PandemicStudios,"actionadventure,modern,modern,open-world",2,43,81,2008,8,31,Dom,"['actionadventure', 'open-world', 'modern']"
Valley,PlayStation4,2016-08-23,72,74.0,BlueIsleStudios,"actionadventure,open-world",No info,15,39,2016,8,23,Mar,"['actionadventure', 'open-world']"
"Warhammer 40,000: Regicide",PC,2015-09-08,72,76.0,HammerfallPublishing,"sci-fi,strategy,real-time,general",>4,16,17,2015,9,8,Mar,"['general', 'real-time', 'strategy', 'sci-fi']"
Gateways,PC,2012-09-12,72,76.0,SmudgedCatGames,"action,platformer,platformer,2d,2d",No info,8,21,2012,9,12,Mie,"['2d', 'action', 'platformer']"
Final Fantasy Type-0 HD,XboxOne,2015-03-17,72,82.0,HexaDrive,"role-playing,actionrpg",1,12,225,2015,3,17,Mar,"['role-playing', 'actionrpg']"
Dark Messiah of Might and Magic,PC,2006-10-24,72,87.0,ArkaneStudios,"action,shooter,shooter,first-person,fantasy,fantasy,arcade",>4,44,1142,2006,10,24,Mar,"['arcade', 'first-person', 'shooter', 'fantasy', 'action']"
Action Henk,XboxOne,2016-03-04,72,0.0,RageSquid,"action,platformer,2d,3d",No info,14,0,2016,3,4,Vie,"['2d', 'action', 'platformer', '3d']"
Styx: Shards of Darkness,XboxOne,2017-03-14,72,74.0,Cyanide,"actionadventure,general",No info,12,27,2017,3,14,Mar,"['actionadventure', 'general']"
Tormentum - Dark Sorrow,PC,2015-03-04,72,80.0,OhNoo,"actionadventure,horror,adventure,point-and-click",No info,27,74,2015,3,4,Mie,"['horror', 'actionadventure', 'adventure', 'point-and-click']"
Justice League Heroes: The Flash,GameBoyAdvance,2006-10-17,72,74.0,WayForward,"action,beat-'em-up",1,8,9,2006,10,17,Mar,"['action', ""beat-'em-up""]"
Heavy Bullets,PC,2014-05-15,72,76.0,TerriVellimann,"action,shooter,first-person,sci-fi,arcade",1,12,9,2014,5,15,Jue,"['arcade', 'first-person', 'sci-fi', 'shooter', 'action']"
Go! Go! Kokopolo,DS,2011-08-11,72,0.0,TanukiiStudios,"action,general,platformer,2d",1,7,0,2011,8,11,Jue,"['2d', 'action', 'platformer', 'general']"
Gray Matter,PC,2011-02-22,72,76.0,Wizarbox,"adventure,general,general,point-and-click",1,27,95,2011,2,22,Mar,"['adventure', 'general', 'point-and-click']"
Flood of Light,Switch,2018-08-23,72,68.0,Irisloft,"adventure,general",1,12,5,2018,8,23,Jue,"['adventure', 'general']"
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PlayStation4,2017-04-18,72,57.0,TelltaleGames,"action,adventure,general,3d,third-person",No info,29,51,2017,4,18,Mar,"['3d', 'adventure', 'third-person', 'general', 'action']"
Unepic,WiiU,2014-01-16,72,75.0,EnjoyUpGames,"action,platformer,2d",No info,19,57,2014,1,16,Jue,"['2d', 'action', 'platformer']"
Disney Castle of Illusion starring Mickey Mouse,PlayStation3,2013-09-03,72,73.0,Sega,"action,platformer,platformer,2d,2d",No info,8,70,2013,9,3,Mar,"['2d', 'action', 'platformer']"
Spellbreak,PlayStation4,2020-09-03,72,76.0,"Proletariat,Inc.","action,shooter,third-person,arcade",>4,12,42,2020,9,3,Jue,"['arcade', 'action', 'third-person', 'shooter']"
"Borderlands 3: Guns, Love, and Tentacles",PC,2020-03-26,72,60.0,GearboxSoftware,"action,shooter,first-person,arcade",No info,8,29,2020,3,26,Jue,"['arcade', 'action', 'shooter', 'first-person']"
"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",Xbox360,2009-11-04,72,0.0,TelltaleGames,"action,miscellaneous,general,compilation",No info,7,0,2009,11,4,Mie,"['miscellaneous', 'action', 'compilation', 'general']"
In the Groove,PlayStation2,2005-06-08,72,85.0,RoxorGames,"miscellaneous,rhythm,dancing",2,14,14,2005,6,8,Mie,"['miscellaneous', 'rhythm', 'dancing']"
Zoo Tycoon 2,PC,2004-11-11,72,79.0,BlueFangGames,"strategy,tycoon,management,tycoon,business/tycoon",1,34,63,2004,11,11,Jue,"['business/tycoon', 'tycoon', 'management', 'strategy']"
Patapon,PlayStation4,2017-08-01,72,63.0,SonyInteractiveEntertainment,"action,rhythm,music",1,29,37,2017,8,1,Mar,"['rhythm', 'action', 'music']"
SIMULACRA,XboxOne,2019-12-03,72,0.0,KaiganGamesOU,"simulation,virtual,virtuallife",1,11,0,2019,12,3,Mar,"['simulation', 'virtual', 'virtuallife']"
Stranger Things 3: The Game,XboxOne,2019-07-04,72,47.0,BonusXP,"actionadventure,general",1,10,6,2019,7,4,Jue,"['actionadventure', 'general']"
Dungeon Siege III,PC,2011-06-20,72,47.0,ObsidianEntertainment,"role-playing,actionrpg,general,actionrpg",4,37,423,2011,6,20,Lun,"['role-playing', 'actionrpg', 'general']"
Rocket Knight,Xbox360,2010-05-12,72,77.0,"ClimaxGroup,ClimaxStudios","action,platformer,platformer,2d,2d",1,28,11,2010,5,12,Mie,"['2d', 'action', 'platformer']"
FORCED,PC,2013-10-24,72,77.0,BetaDwarf,"role-playing,actionrpg,actionrpg",>4,25,134,2013,10,24,Jue,"['role-playing', 'actionrpg']"
Test Drive Unlimited 2,PC,2011-02-08,72,58.0,"EdenStudios,Eden","driving,racing,simulation,general,general,automobile",No info,19,272,2011,2,8,Mar,"['simulation', 'automobile', 'racing', 'general', 'driving']"
Hamtaro: Ham Ham Heartbreak,GameBoyAdvance,2003-04-08,72,88.0,PaxSoftonica,"action,general",2,7,22,2003,4,8,Mar,"['action', 'general']"
Dynasty Warriors 3: Xtreme Legends,PlayStation2,2003-01-11,72,85.0,OmegaForce,"action,beat-'em-up",2,16,59,2003,1,11,Sab,"['action', ""beat-'em-up""]"
Robotech: Battlecry,PlayStation2,2002-09-25,72,82.0,ViciousCycle,"action,shooter,third-person,sci-fi",2,20,5,2002,9,25,Mie,"['action', 'third-person', 'shooter', 'sci-fi']"
Ballistic: Ecks vs. Sever II,GameBoyAdvance,2002-09-14,72,48.0,CrawfishInteractive,"action,shooter,first-person,sci-fi",No info,7,5,2002,9,14,Sab,"['action', 'shooter', 'first-person', 'sci-fi']"
Outlaw Golf,Xbox,2002-06-10,72,69.0,Simon&Schuster,"sports,traditional,golf,arcade",4,23,9,2002,6,10,Lun,"['traditional', 'arcade', 'sports', 'golf']"
Space Hulk Ascension,PC,2014-11-12,72,73.0,"FullControlApS,FullControl","strategy,turn-based,sci-fi,general,tactics",1,13,31,2014,11,12,Mie,"['tactics', 'strategy', 'sci-fi', 'general', 'turn-based']"
Crazy Machines 2,PC,2008-06-20,72,74.0,FAKTSoftware,"miscellaneous,puzzle,puzzle,puzzle,logic,general",1,12,21,2008,6,20,Vie,"['miscellaneous', 'puzzle', 'logic', 'general']"
Homesick,PC,2015-05-28,72,71.0,LuckyPause,"adventure,3d,first-person",1,8,25,2015,5,28,Jue,"['first-person', 'adventure', '3d']"
Tetris Party Deluxe,Wii,2010-05-25,72,58.0,"TetrisOnline,Inc","miscellaneous,puzzle,puzzle,puzzle,stacking,stacking",No info,19,4,2010,5,25,Mar,"['miscellaneous', 'puzzle', 'stacking']"
Banjo-Kazooie: Grunty's Revenge,GameBoyAdvance,2003-09-10,72,82.0,RareLtd.,"action,platformer,2d",1,21,29,2003,9,10,Mie,"['2d', 'action', 'platformer']"
Mario & Sonic at the Olympic Winter Games,Wii,2009-10-13,72,75.0,"Sega,SegaSportsR&D","sports,olympicsports,olympicsports,individual,athletics",4,55,63,2009,10,13,Mar,"['athletics', 'olympicsports', 'sports', 'individual']"
Dream Daddy: A Dad Dating Simulator,PC,2017-07-20,72,75.0,GameGrumps,"simulation,virtual,virtuallife",1,18,95,2017,7,20,Jue,"['simulation', 'virtual', 'virtuallife']"
Shiftlings: Enhanced Edition,Switch,2018-02-01,72,0.0,RockPocketGames,"action,platformer,2d",1,7,0,2018,2,1,Jue,"['2d', 'action', 'platformer']"
Batman: The Telltale Series,Switch,2017-11-14,72,76.0,TelltaleGames,"adventure,point-and-click",1,7,53,2017,11,14,Mar,"['adventure', 'point-and-click']"
Anima: Gate of Memories,XboxOne,2016-06-03,72,75.0,AnimaProject,"role-playing,actionrpg",No info,8,28,2016,6,3,Vie,"['role-playing', 'actionrpg']"
The Sims 4: Get Together,PC,2015-12-08,72,72.0,Maxis,"simulation,virtual,virtuallife",No info,16,135,2015,12,8,Mar,"['simulation', 'virtual', 'virtuallife']"
Human Resource Machine,WiiU,2015-10-29,72,75.0,TomorrowCorporation,"puzzle,general",No info,7,8,2015,10,29,Jue,"['puzzle', 'general']"
Before We Leave,PC,2020-05-08,72,70.0,BalancingMonkeyGames,"strategy,management,government",1,13,21,2020,5,8,Vie,"['government', 'management', 'strategy']"
Fate/Unlimited Codes,PSP,2009-09-03,72,78.0,Eighting,"action,fighting,fighting,3d,3d",No info,8,10,2009,9,3,Jue,"['action', 'fighting', '3d']"
Destiny: Rise of Iron,PlayStation4,2016-09-20,72,48.0,Bungie,"action,shooter,first-person,arcade",No info,66,288,2016,9,20,Mar,"['arcade', 'action', 'shooter', 'first-person']"
Blood Bowl 2,PlayStation4,2015-09-22,72,70.0,Cyanide,"sports,general,team,football,arcade",2,18,46,2015,9,22,Mar,"['team', 'arcade', 'football', 'general', 'sports']"
Guitar Hero: Warriors of Rock,Xbox360,2010-09-28,72,67.0,NeversoftEntertainment,"action,miscellaneous,rhythm,musicmaker,music,music",>4,65,56,2010,9,28,Mar,"['rhythm', 'music', 'musicmaker', 'miscellaneous', 'action']"
Double Kick Heroes,XboxOne,2020-08-28,72,0.0,HeadbangClub,"shooter,shoot-'em-up,horizontal,action,rhythm,music",1,7,0,2020,8,28,Vie,"['horizontal', 'rhythm', 'shooter', 'music', 'action', ""shoot-'em-up""]"
Drawn to Life: The Next Chapter,DS,2009-10-27,72,78.0,5THCell,"miscellaneous,actionadventure,puzzle,puzzle,general,puzzle,sandbox,general",No info,21,26,2009,10,27,Mar,"['puzzle', 'actionadventure', 'sandbox', 'general', 'miscellaneous']"
Binary Domain,PlayStation3,2012-02-28,72,83.0,Sega,"action,actionadventure,general,shooter,sci-fi,sci-fi,shooter,third-person,tactical,sci-fi",>4,33,200,2012,2,28,Mar,"['sci-fi', 'third-person', 'shooter', 'actionadventure', 'general', 'tactical', 'action']"
